Date,Open,High,Low,Close,Adj Close,Volume
2021-07-16,282.070007,284.100006,279.459991,280.750000,275.810059,26186800
2021-07-19,278.929993,280.369995,274.450012,277.010010,272.135864,32935600
2021-07-20,278.029999,280.970001,276.260010,279.320007,274.405212,26259700
2021-07-21,278.899994,281.519989,277.290009,281.399994,276.448608,24364300
2021-07-22,283.839996,286.420013,283.420013,286.140015,281.105286,23384100
2021-07-23,287.369995,289.989990,286.500000,289.670013,284.573090,22768100
2021-07-26,289.000000,289.690002,286.640015,289.049988,283.963989,23176100
2021-07-27,289.429993,289.579987,282.950012,286.540009,281.498169,33604100
2021-07-28,288.989990,290.149994,283.829987,286.220001,281.183777,33566900
2021-07-29,286.239990,288.619995,286.079987,286.500000,281.458832,18168300
2021-07-30,285.170013,286.660004,283.910004,284.910004,279.896851,20944800
2021-08-02,286.359985,286.769989,283.739990,284.820007,279.808472,16267400
2021-08-03,285.420013,287.230011,284.000000,287.119995,282.067993,17879000
2021-08-04,286.220001,287.589996,284.649994,286.510010,281.468719,16191300
2021-08-05,286.880005,289.630005,286.100006,289.519989,284.425690,13900200
2021-08-06,288.510010,289.500000,287.619995,289.459991,284.366760,16589300
2021-08-09,289.750000,291.549988,287.809998,288.329987,283.256653,16117600
2021-08-10,288.799988,289.250000,285.200012,286.440002,281.399902,18616600
2021-08-11,287.209991,288.660004,285.859985,286.950012,281.900940,13955900
2021-08-12,286.630005,289.970001,286.339996,289.809998,284.710602,14561300
2021-08-13,289.480011,292.899994,289.299988,292.850006,287.697174,18249000
2021-08-16,293.190002,294.820007,290.019989,294.600006,289.416351,22507600
2021-08-17,292.390015,293.429993,291.079987,293.079987,287.923096,20075300
2021-08-18,292.040009,294.820007,290.269989,290.730011,286.161255,21813000
2021-08-19,288.690002,297.470001,288.640015,296.769989,292.106262,29850500
2021-08-20,299.720001,305.839996,298.059998,304.359985,299.577026,40817600
2021-08-23,303.250000,305.399994,301.850006,304.649994,299.862518,22830200
2021-08-24,305.019989,305.649994,302.000000,302.619995,297.864410,18175800
2021-08-25,304.299988,304.589996,300.420013,302.010010,297.263977,20006100
2021-08-26,300.989990,302.429993,298.950012,299.089996,294.389862,17666100
2021-08-27,298.989990,300.869995,296.829987,299.720001,295.009979,22605700
2021-08-30,301.119995,304.220001,301.059998,303.589996,298.819122,16348100
2021-08-31,304.420013,304.500000,301.500000,301.880005,297.136047,26285300
2021-09-01,302.869995,305.190002,301.489990,301.829987,297.086731,18983800
2021-09-02,302.200012,303.359985,300.179993,301.149994,296.417480,16285600
2021-09-03,300.989990,302.600006,300.260010,301.140015,296.407654,14747900
2021-09-07,301.010010,301.089996,298.200012,300.179993,295.462708,17180400
2021-09-08,299.779999,300.609985,297.470001,300.209991,295.492249,15046800
2021-09-09,300.820007,302.140015,297.000000,297.250000,292.578766,19927000
2021-09-10,298.420013,299.920013,295.380005,295.709991,291.062927,19633400
2021-09-13,297.549988,298.540009,294.079987,296.989990,292.322845,23652900
2021-09-14,299.559998,301.390015,298.100006,299.790009,295.078888,21853400
2021-09-15,303.260010,305.320007,301.820007,304.820007,300.029846,28356300
2021-09-16,303.760010,305.309998,300.760010,305.220001,300.423553,19550800
2021-09-17,304.170013,304.500000,299.529999,299.869995,295.157593,41372500
2021-09-20,296.329987,298.720001,289.519989,294.299988,289.675110,38278700
2021-09-21,295.690002,297.540009,294.070007,294.799988,290.167267,22364100
2021-09-22,296.730011,300.220001,294.510010,298.579987,293.887878,26626300
2021-09-23,298.850006,300.899994,297.529999,299.559998,294.852417,18604600
2021-09-24,298.230011,299.799988,296.929993,299.350006,294.645752,14999000
2021-09-27,296.140015,296.470001,292.940002,294.170013,289.547180,23571700
2021-09-28,289.799988,290.779999,282.750000,283.519989,279.064545,43186200
2021-09-29,285.100006,286.769989,283.010010,284.000000,279.537018,26353700
2021-09-30,285.709991,287.829987,281.619995,281.920013,277.489685,32343600
2021-10-01,282.119995,289.980011,281.290009,289.100006,284.556824,30086300
2021-10-04,287.399994,287.750000,280.250000,283.109985,278.660980,31350700
2021-10-05,284.049988,290.399994,284.049988,288.760010,284.222137,24993000
2021-10-06,285.779999,293.630005,285.510010,293.109985,288.503815,28002600
2021-10-07,295.179993,296.640015,293.920013,294.850006,290.216492,20430500
2021-10-08,296.220001,296.640015,293.760010,294.850006,290.216492,17685700
2021-10-11,292.920013,297.970001,292.750000,294.230011,289.606232,19298600
2021-10-12,295.339996,295.440002,292.350006,292.880005,288.277435,17974100
2021-10-13,294.910004,297.279999,293.489990,296.309998,291.653534,23416300
2021-10-14,299.209991,303.269989,297.829987,302.750000,297.992310,27262900
2021-10-15,302.339996,304.450012,300.519989,304.209991,299.429413,25384800
2021-10-18,303.570007,308.209991,302.690002,307.290009,302.460999,22729300
2021-10-19,308.350006,309.299988,307.220001,308.230011,303.386230,17682100
2021-10-20,309.209991,309.700012,306.109985,307.410004,302.579071,16537100
2021-10-21,307.170013,311.019989,306.359985,310.760010,305.876495,16918100
2021-10-22,310.399994,311.089996,307.799988,309.160004,304.301636,17449300
2021-10-25,309.359985,309.399994,306.459991,308.130005,303.287842,17554500
2021-10-26,311.000000,312.399994,308.600006,310.109985,305.236633,28107300
2021-10-27,316.000000,326.100006,316.000000,323.170013,318.091461,52588700
2021-10-28,324.329987,324.869995,321.359985,324.350006,319.252930,26297900
2021-10-29,324.130005,332.000000,323.899994,331.619995,326.408630,34766000
2021-11-01,331.359985,331.489990,326.369995,329.369995,324.194031,27073200
2021-11-02,330.309998,333.450012,330.000000,333.130005,327.894928,26487100
2021-11-03,333.899994,334.899994,330.649994,334.000000,328.751282,21500100
2021-11-04,332.890015,336.540009,329.510010,336.440002,331.152863,23992200
2021-11-05,338.510010,338.790009,334.420013,336.059998,330.778900,22570100
2021-11-08,337.299988,337.649994,334.440002,336.989990,331.694244,20897000
2021-11-09,337.109985,338.720001,334.529999,335.950012,330.670593,21307400
2021-11-10,334.570007,334.630005,329.920013,330.799988,325.601501,25500900
2021-11-11,331.250000,333.769989,330.510010,332.429993,327.205933,16849800
2021-11-12,333.920013,337.230011,333.790009,336.720001,331.428467,23831000
2021-11-15,337.540009,337.880005,334.029999,336.070007,330.788696,16723000
2021-11-16,335.679993,340.670013,335.510010,339.510010,334.174683,20886800
2021-11-17,338.940002,342.190002,338.000000,339.119995,334.401489,19053400
2021-11-18,338.179993,342.450012,337.119995,341.269989,336.521484,22463500
2021-11-19,342.640015,345.100006,342.200012,343.109985,338.335907,21963400
2021-11-22,344.619995,349.670013,339.549988,339.829987,335.101563,31031100
2021-11-23,337.049988,339.450012,333.559998,337.679993,332.981506,30427600
2021-11-24,336.279999,338.160004,333.910004,337.910004,333.208313,21661300
2021-11-26,334.350006,337.929993,328.119995,329.679993,325.092804,24217200
2021-11-29,334.940002,339.029999,334.739990,336.630005,331.946136,28563500
2021-11-30,335.320007,337.779999,328.989990,330.589996,325.990143,42885600
2021-12-01,335.130005,339.279999,329.390015,330.079987,325.487244,33337600
2021-12-02,330.299988,333.489990,327.799988,329.489990,324.905457,30766000
2021-12-03,331.989990,332.700012,318.029999,323.010010,318.515625,41779300
2021-12-06,323.950012,327.450012,319.230011,326.190002,321.651367,30032600
2021-12-07,331.640015,335.799988,330.100006,334.920013,330.259918,31021900
2021-12-08,335.309998,335.500000,330.799988,334.970001,330.309204,24761000
2021-12-09,334.410004,336.489990,332.119995,333.100006,328.465240,22214200
2021-12-10,334.980011,343.000000,334.790009,342.540009,337.773865,38095700
2021-12-13,340.679993,343.790009,339.079987,339.399994,334.677551,28899400
2021-12-14,333.220001,334.640015,324.109985,328.339996,323.771484,44438700
2021-12-15,328.609985,335.190002,324.500000,334.649994,329.993652,35381100
2021-12-16,335.709991,336.760010,323.019989,324.899994,320.379333,35034800
2021-12-17,320.880005,324.920013,317.250000,323.799988,319.294617,47750300
2021-12-20,320.049988,322.799988,317.570007,319.910004,315.458740,28326500
2021-12-21,323.290009,327.730011,319.799988,327.290009,322.736023,24740600
2021-12-22,328.299988,333.609985,325.750000,333.200012,328.563843,24831500
2021-12-23,332.750000,336.390015,332.730011,334.690002,330.033112,19617800
2021-12-27,335.459991,342.480011,335.429993,342.450012,337.685150,19947000
2021-12-28,343.149994,343.809998,340.320007,341.250000,336.501831,15661500
2021-12-29,341.299988,344.299988,339.679993,341.950012,337.192108,15042000
2021-12-30,341.910004,343.130005,338.820007,339.320007,334.598663,15994500
2021-12-31,338.510010,339.359985,335.850006,336.320007,331.640411,18000800
2022-01-03,335.350006,338.000000,329.779999,334.750000,330.092224,28865100
2022-01-04,334.829987,335.200012,326.119995,329.010010,324.432098,32674300
2022-01-05,325.859985,326.070007,315.980011,316.380005,311.977875,40054300
2022-01-06,313.149994,318.700012,311.489990,313.880005,309.512665,39646100
2022-01-07,314.149994,316.500000,310.089996,314.040009,309.670441,32720000
2022-01-10,309.489990,314.720001,304.690002,314.269989,309.897247,44289500
2022-01-11,313.380005,316.609985,309.890015,314.980011,310.597351,29386800
2022-01-12,319.670013,323.410004,317.079987,318.269989,313.841553,34372200
2022-01-13,320.470001,320.880005,304.000000,304.799988,300.558990,45366000
2022-01-14,304.250000,310.820007,303.750000,310.200012,305.883881,39846400
2022-01-18,304.070007,309.799988,301.739990,302.649994,298.438873,42333200
2022-01-19,306.290009,313.910004,302.700012,303.329987,299.109406,45933900
2022-01-20,309.070007,311.649994,301.140015,301.600006,297.403534,35380700
2022-01-21,302.690002,304.109985,295.609985,296.029999,291.911041,57984400
2022-01-24,292.200012,297.109985,276.049988,296.369995,292.246277,85731500
2022-01-25,291.519989,294.989990,285.170013,288.489990,284.475952,72848600
2022-01-26,307.989990,308.500000,293.029999,296.709991,292.581543,90428900
2022-01-27,302.660004,307.299988,297.929993,299.839996,295.668030,53481300
2022-01-28,300.230011,308.480011,294.450012,308.260010,303.970856,49743700
2022-01-31,308.950012,312.380005,306.369995,310.980011,306.653015,46444500
2022-02-01,310.410004,310.630005,305.130005,308.760010,304.463898,40950400
2022-02-02,309.630005,315.119995,308.880005,313.459991,309.098511,36636000
2022-02-03,309.489990,311.230011,299.959991,301.250000,297.058411,43730000
2022-02-04,300.209991,308.799988,299.970001,305.940002,301.683136,35096500
2022-02-07,306.170013,307.839996,299.899994,300.950012,296.762543,28533300
2022-02-08,301.250000,305.559998,299.950012,304.559998,300.322296,32421200
2022-02-09,309.869995,311.929993,307.390015,311.209991,306.879791,31284700
2022-02-10,304.040009,309.119995,300.700012,302.380005,298.172638,45386200
2022-02-11,303.190002,304.290009,294.220001,295.040009,290.934814,39175600
2022-02-14,293.769989,296.760010,291.350006,295.000000,290.895355,36359500
2022-02-15,300.010010,300.799988,297.019989,300.470001,296.289185,27058300
2022-02-16,298.369995,300.869995,293.679993,299.500000,295.943420,29982100
2022-02-17,296.359985,296.799988,290.000000,290.730011,287.277557,32461600
2022-02-18,293.049988,293.859985,286.309998,287.929993,284.510803,34264000
2022-02-22,285.000000,291.540009,284.500000,287.720001,284.303314,41736100
2022-02-23,290.179993,291.700012,280.100006,280.269989,276.941742,37811200
2022-02-24,272.510010,295.160004,271.519989,294.589996,291.091705,56989700
2022-02-25,295.140015,297.630005,291.649994,297.309998,293.779419,32546700
2022-02-28,294.309998,299.140015,293.000000,298.790009,295.241852,34627500
2022-03-01,296.399994,299.970001,292.149994,294.950012,291.447418,31217800
2022-03-02,295.359985,301.470001,293.700012,300.190002,296.625183,31873000
2022-03-03,302.890015,303.130005,294.049988,295.920013,292.405945,27314500
2022-03-04,294.290009,295.660004,287.170013,289.859985,286.417877,32356500
2022-03-07,288.529999,289.690002,278.529999,278.910004,275.597900,43157200
2022-03-08,277.799988,283.959991,270.000000,275.850006,272.574249,48159500
2022-03-09,283.440002,289.600006,280.779999,288.500000,285.074005,35204500
2022-03-10,283.019989,286.600006,280.579987,285.589996,282.198608,30628000
2022-03-11,287.959991,289.510010,279.429993,280.070007,276.744141,27209300
2022-03-14,280.339996,285.399994,275.820007,276.440002,273.157227,30660700
2022-03-15,280.350006,287.820007,278.730011,287.149994,283.740082,34245100
2022-03-16,289.109985,294.570007,283.200012,294.390015,290.894104,37826300
2022-03-17,293.290009,295.609985,289.369995,295.220001,291.714233,30816600
2022-03-18,295.369995,301.000000,292.730011,300.429993,296.862335,43390600
2022-03-21,298.890015,300.140015,294.899994,299.160004,295.607391,28351200
2022-03-22,299.799988,305.000000,298.769989,304.059998,300.449249,27599700
2022-03-23,300.510010,303.230011,297.720001,299.489990,295.933472,25715400
2022-03-24,299.140015,304.200012,298.320007,304.100006,300.488800,24484500
2022-03-25,305.230011,305.500000,299.290009,303.679993,300.073730,22566500
2022-03-28,304.329987,310.799988,304.329987,310.700012,307.010406,29578200
2022-03-29,313.910004,315.820007,309.049988,315.410004,311.664490,30393400
2022-03-30,313.760010,315.950012,311.579987,313.859985,310.132874,28163600
2022-03-31,313.899994,315.140015,307.890015,308.309998,304.648773,33422100
2022-04-01,309.369995,310.130005,305.540009,309.420013,305.745636,27110500
2022-04-04,310.089996,315.109985,309.709991,314.970001,311.229675,24289600
2022-04-05,313.269989,314.869995,309.869995,310.880005,307.188232,23156700
2022-04-06,305.190002,307.000000,296.709991,299.500000,295.943420,40110400
2022-04-07,296.660004,303.649994,296.350006,301.369995,297.791199,31411200
2022-04-08,300.440002,301.119995,296.279999,296.970001,293.443451,24361900
2022-04-11,291.790009,292.609985,285.000000,285.260010,281.872559,34569300
2022-04-12,289.239990,290.739990,280.489990,282.059998,278.710480,30966700
2022-04-13,282.730011,288.579987,281.299988,287.619995,284.204498,21907200
2022-04-14,288.089996,288.309998,279.320007,279.829987,276.506989,28221600
2022-04-18,278.910004,282.459991,278.339996,280.519989,277.188751,20778000
2022-04-19,279.380005,286.170013,278.410004,285.299988,281.912018,22297700
2022-04-20,289.399994,289.700012,285.369995,286.359985,282.959442,22906700
2022-04-21,288.579987,293.299988,280.059998,280.809998,277.475342,29454600
2022-04-22,281.679993,283.200012,273.380005,274.029999,270.775848,29405800
2022-04-25,273.290009,281.109985,270.769989,280.720001,277.386414,35678900
2022-04-26,277.500000,278.359985,270.000000,270.220001,267.011139,46518400
2022-04-27,282.100006,290.970001,279.160004,283.220001,279.856720,63477700
2022-04-28,285.190002,290.980011,281.459991,289.630005,286.190613,33646600
2022-04-29,288.609985,289.880005,276.500000,277.519989,274.224396,37073900
2022-05-02,277.709991,284.940002,276.220001,284.470001,281.091858,35151100
2022-05-03,283.959991,284.130005,280.149994,281.779999,278.433807,25978600
2022-05-04,282.589996,290.880005,276.730011,289.980011,286.536469,33599300
2022-05-05,285.540009,286.350006,274.339996,277.350006,274.056427,43260400
2022-05-06,274.809998,279.250000,271.269989,274.730011,271.467560,37780300
2022-05-09,270.059998,272.359985,263.320007,264.579987,261.438049,47726000
2022-05-10,271.690002,273.750000,265.070007,269.500000,266.299622,39336400
2022-05-11,265.679993,271.359985,259.299988,260.549988,257.455963,48975900
2022-05-12,257.690002,259.880005,250.020004,255.350006,252.317703,51033800
2022-05-13,257.350006,263.040009,255.350006,261.119995,258.019165,34925100
2022-05-16,259.959991,265.820007,255.779999,261.500000,258.394653,32550900
2022-05-17,266.109985,268.329987,262.459991,266.820007,263.651489,28828800
2022-05-18,263.000000,263.600006,252.770004,254.080002,251.647507,31356000
2022-05-19,253.899994,257.670013,251.880005,253.139999,250.716522,32692300
2022-05-20,257.239990,258.540009,246.440002,252.559998,250.142059,39199300
2022-05-23,255.490005,261.500000,253.429993,260.649994,258.154633,33175400
2022-05-24,257.890015,261.329987,253.500000,259.619995,257.134460,29043900
2022-05-25,258.140015,264.579987,257.130005,262.519989,260.006744,28547900
2022-05-26,262.269989,267.109985,261.429993,265.899994,263.354309,25002100
2022-05-27,268.480011,273.339996,267.559998,273.239990,270.624084,26910800
2022-05-31,272.529999,274.769989,268.929993,271.869995,269.267212,37827700
2022-06-01,275.200012,277.690002,270.040009,272.420013,269.811951,25292200
2022-06-02,264.450012,274.649994,261.600006,274.579987,271.951263,44008200
2022-06-03,270.309998,273.450012,268.410004,270.019989,267.434937,28059000
2022-06-06,272.059998,274.179993,267.220001,268.750000,266.177094,22400300
2022-06-07,266.640015,273.130005,265.940002,272.500000,269.891174,22860700
2022-06-08,271.709991,273.000000,269.609985,270.410004,267.821198,17372300
2022-06-09,267.779999,272.709991,264.630005,264.790009,262.255005,26439700
2022-06-10,260.579987,260.579987,252.529999,252.990005,250.567947,31422800
2022-06-13,245.110001,249.020004,241.529999,242.259995,239.940659,46135800
2022-06-14,243.860001,245.740005,241.509995,244.490005,242.149323,28651500
2022-06-15,248.309998,255.300003,246.419998,251.759995,249.349716,33111700
2022-06-16,245.979996,247.419998,243.020004,244.970001,242.624741,33169200
2022-06-17,244.699997,250.500000,244.029999,247.649994,245.279083,43084800
2022-06-21,250.259995,254.750000,249.509995,253.740005,251.310776,29928300
2022-06-22,251.889999,257.170013,250.369995,253.130005,250.706619,25939900
2022-06-23,255.570007,259.369995,253.630005,258.859985,256.381744,25861400
2022-06-24,261.809998,267.980011,261.720001,267.700012,265.137146,33923200
2022-06-27,268.209991,268.299988,263.279999,264.890015,262.354065,24615100
2022-06-28,263.980011,266.910004,256.320007,256.480011,254.024551,27295500
2022-06-29,257.589996,261.970001,255.759995,260.260010,257.768372,20069800
2022-06-30,257.049988,259.529999,252.899994,256.829987,254.371185,31730900
2022-07-01,256.390015,259.769989,254.610001,259.579987,257.094849,22837700
2022-07-05,256.160004,262.980011,254.740005,262.850006,260.333557,22941000
2022-07-06,263.750000,267.989990,262.399994,266.209991,263.661377,23824400
2022-07-07,265.119995,269.059998,265.019989,268.399994,265.830414,20859900
2022-07-08,264.790009,268.100006,263.290009,267.660004,265.097534,19658800
2022-07-11,265.649994,266.529999,262.179993,264.510010,261.977692,19455200
2022-07-12,265.880005,265.940002,252.039993,253.669998,251.241440,35868500
2022-07-13,250.190002,253.550003,248.110001,252.720001,250.300537,29497400
2022-07-14,250.570007,255.139999,245.940002,254.080002,251.647507,25102800
2022-07-15,255.720001,260.369995,254.770004,256.720001,254.262268,29774100
2022-07-18,259.750000,260.839996,253.300003,254.250000,251.815887,20975000
2022-07-19,257.579987,259.720001,253.679993,259.529999,257.045349,25012600
2022-07-20,259.899994,264.869995,258.910004,262.269989,259.759094,22788300
2022-07-21,259.790009,264.890015,257.029999,264.839996,262.304474,22404700
2022-07-22,265.239990,265.329987,259.070007,260.359985,257.867371,21881300
2022-07-25,261.000000,261.500000,256.809998,258.829987,256.352051,21056000
2022-07-26,259.859985,259.880005,249.570007,251.899994,249.488388,39348000
2022-07-27,261.160004,270.049988,258.850006,268.739990,266.167145,45994000
2022-07-28,269.750000,277.839996,267.869995,276.410004,273.763733,33459300
2022-07-29,277.700012,282.000000,276.630005,280.739990,278.052277,32152800
2022-08-01,277.820007,281.279999,275.839996,278.010010,275.348450,21539600
2022-08-02,276.000000,277.890015,272.380005,274.820007,272.188995,22754200
2022-08-03,276.760010,283.500000,276.609985,282.470001,279.765717,23518900
2022-08-04,281.799988,283.799988,280.170013,283.649994,280.934418,18098700
2022-08-05,279.149994,283.649994,278.679993,282.910004,280.201538,16774600
2022-08-08,284.049988,285.920013,279.320007,280.320007,277.636353,18739200
2022-08-09,279.640015,283.079987,277.609985,282.299988,279.597321,23405200
2022-08-10,288.170013,289.809998,286.940002,289.160004,286.391663,24687800
2022-08-11,290.850006,291.209991,286.510010,287.019989,284.272156,20065900
2022-08-12,288.480011,291.910004,286.940002,291.910004,289.115356,22619700
2022-08-15,291.000000,294.179993,290.109985,293.470001,290.660431,18085700
2022-08-16,291.989990,294.040009,290.420013,292.709991,289.907654,18102900
2022-08-17,289.739990,293.350006,289.470001,291.320007,289.143433,18253400
2022-08-18,290.190002,291.910004,289.079987,290.170013,288.002045,17186200
2022-08-19,288.899994,289.250000,285.559998,286.149994,284.012054,20570000
2022-08-22,282.079987,282.459991,277.220001,277.750000,275.674805,25061100
2022-08-23,276.440002,278.859985,275.399994,276.440002,274.374603,17527400
2022-08-24,275.410004,277.230011,275.109985,275.790009,273.729462,18137000
2022-08-25,277.329987,279.019989,274.519989,278.850006,276.766632,16583400
2022-08-26,279.079987,280.339996,267.980011,268.089996,266.087006,27549300
2022-08-29,265.850006,267.399994,263.850006,265.230011,263.248352,20338500
2022-08-30,266.670013,267.049988,260.660004,262.970001,261.005249,22767100
2022-08-31,265.390015,267.109985,261.329987,261.470001,259.516449,24791800
2022-09-01,258.869995,260.890015,255.410004,260.399994,258.454468,23263400
2022-09-02,261.700012,264.739990,254.470001,256.059998,254.146866,22855400
2022-09-06,256.200012,257.829987,251.940002,253.250000,251.357864,21328200
2022-09-07,254.699997,258.829987,253.220001,258.089996,256.161713,24126700
2022-09-08,257.510010,260.429993,254.789993,258.519989,256.588470,20319900
2022-09-09,260.500000,265.230011,260.290009,264.459991,262.484100,22084700
2022-09-12,265.779999,267.450012,265.160004,266.649994,264.657745,18747700
2022-09-13,258.839996,260.399994,251.589996,251.990005,250.107285,33353300
2022-09-14,253.529999,254.229996,249.860001,252.220001,250.335556,23913000
2022-09-15,249.770004,251.399994,244.020004,245.380005,243.546677,31530900
2022-09-16,244.259995,245.300003,242.059998,244.740005,242.911453,39791800
2022-09-19,242.470001,245.139999,240.850006,244.520004,242.693100,26826900
2022-09-20,242.070007,243.509995,239.639999,242.449997,240.638550,26660300
2022-09-21,244.270004,247.660004,238.899994,238.949997,237.164703,28625600
2022-09-22,237.869995,243.860001,237.570007,240.979996,239.179535,31061200
2022-09-23,239.539993,241.130005,235.199997,237.919998,236.142410,34176000
2022-09-26,237.050003,241.449997,236.899994,237.449997,235.675919,27694200
2022-09-27,239.979996,241.800003,234.500000,236.410004,234.643677,27018700
2022-09-28,236.809998,242.330002,234.729996,241.070007,239.268875,29029700
2022-09-29,238.889999,239.949997,234.410004,237.500000,235.725555,27484200
2022-09-30,238.289993,240.539993,232.729996,232.899994,231.159912,35694800
2022-10-03,235.410004,241.610001,234.660004,240.740005,238.941345,28880400
2022-10-04,245.089996,250.360001,244.979996,248.880005,247.020538,34888400
2022-10-05,245.990005,250.580002,244.100006,249.199997,247.338120,20347100
2022-10-06,247.929993,250.339996,246.080002,246.789993,244.946136,20239900
2022-10-07,240.899994,241.320007,233.169998,234.240005,232.489914,37769600
2022-10-10,233.050003,234.559998,226.729996,229.250000,227.537186,29743600
2022-10-11,227.619995,229.059998,224.110001,225.410004,223.725876,30474000
2022-10-12,225.399994,227.860001,223.960007,225.750000,224.063339,21903900
2022-10-13,219.850006,236.100006,219.130005,234.240005,232.489914,42551800
2022-10-14,235.539993,237.240005,228.339996,228.559998,226.852341,30198600
2022-10-17,235.820007,238.960007,235.139999,237.529999,235.755310,28142300
2022-10-18,243.240005,243.929993,235.369995,238.500000,236.718079,26329600
2022-10-19,237.039993,239.610001,234.289993,236.479996,234.713165,19985700
2022-10-20,235.770004,241.309998,234.869995,236.149994,234.385635,21811000
2022-10-21,234.740005,243.000000,234.500000,242.119995,240.311020,26299700
2022-10-24,243.759995,247.839996,241.300003,247.250000,245.402695,24911200
2022-10-25,247.259995,251.039993,245.830002,250.660004,248.787216,34775500
2022-10-26,231.169998,238.300003,230.059998,231.320007,229.591721,82543200
2022-10-27,231.039993,233.690002,225.779999,226.750000,225.055847,40424600
2022-10-28,226.240005,236.600006,226.050003,235.869995,234.107712,40647700
2022-10-31,233.759995,234.919998,231.149994,232.130005,230.395660,28357300
2022-11-01,234.600006,235.740005,227.330002,228.169998,226.465240,30592300
2022-11-02,229.460007,231.300003,220.039993,220.100006,218.455551,38407000
2022-11-03,220.089996,220.410004,213.979996,214.250000,212.649261,36633900
2022-11-04,217.550003,221.589996,213.429993,221.389999,219.735916,36789100
2022-11-07,221.990005,228.410004,221.279999,227.869995,226.167480,33498000
2022-11-08,228.699997,231.649994,225.839996,228.869995,227.160019,28192500
2022-11-09,227.369995,228.630005,224.330002,224.509995,222.832596,27852900
2022-11-10,235.429993,243.330002,235.000000,242.979996,241.164597,46268000
2022-11-11,242.990005,247.990005,241.929993,247.110001,245.263748,34620200
2022-11-14,241.990005,243.910004,239.210007,241.550003,239.745285,31123300
2022-11-15,245.660004,247.000000,240.029999,241.970001,240.162155,31390100
2022-11-16,242.789993,243.800003,240.419998,241.729996,240.600082,24093300
2022-11-17,237.779999,243.250000,237.630005,241.679993,240.550308,23123500
2022-11-18,243.509995,243.740005,239.029999,241.220001,240.092468,27613500
2022-11-21,241.429993,244.669998,241.190002,242.050003,240.918594,26394700
2022-11-22,243.589996,245.309998,240.710007,245.029999,243.884659,19665700
2022-11-23,245.110001,248.279999,244.270004,247.580002,246.422745,19508500
2022-11-25,247.309998,248.699997,246.729996,247.490005,246.333176,9200800
2022-11-28,246.080002,246.649994,240.800003,241.759995,240.629944,24778200
2022-11-29,241.399994,242.789993,238.210007,240.330002,239.206635,17956300
2022-11-30,240.570007,255.330002,239.860001,255.139999,253.947403,47594200
2022-12-01,253.869995,256.119995,250.919998,254.690002,253.499496,26041500
2022-12-02,249.820007,256.059998,249.690002,255.020004,253.827972,21528500
2022-12-05,252.009995,253.820007,248.059998,250.199997,249.030487,23435300
2022-12-06,250.820007,251.860001,243.779999,245.119995,243.974228,22463700
2022-12-07,244.830002,246.160004,242.210007,244.369995,243.227753,20481500
2022-12-08,244.839996,248.740005,243.059998,247.399994,246.243576,22611800
2022-12-09,244.699997,248.309998,244.160004,245.419998,244.272827,20609700
2022-12-12,247.449997,252.539993,247.169998,252.509995,251.329697,30665100
2022-12-13,261.690002,263.920013,253.070007,256.920013,255.719086,42196900
2022-12-14,257.130005,262.589996,254.309998,257.220001,256.017700,35410900
2022-12-15,253.720001,254.199997,247.339996,249.009995,247.846039,35560400
